Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Armenia,ARM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9096832,,,90.62258148,,,,,83.74337769,86.77423096,100.005928,93.46631622,92.02571106,96.74627686,98.6576767,,91.54000092,93.47415924,93.56420135,,94.60370636,94.22637939,105.0094223,102.7634277,100.2370682,97.22709656,101.9867477,100.6318436,92.14736938,92.50631714,
American Samoa,ASM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,73.78795624,75.56880188,,,,,,,,,,,,,,,,88.4520874,,,,,,,,,,,,,,,,109.4440689,103.8173065,119.3406601,119.0799408,,114.0978851,119.1376724,100.3881989,102.6877441,107.8087616,104.4444427,104.9766693,,,,,
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,93.76383209,96.22535706,96.15100861,,,,,,,,,,,,,,,,,,,,,,,,,99.59085846,99.17276001,,,99.50106812,,100.9621277,,,,,,,100.6218338,96.49848175,98.86142731,97.33966064,99.39652252,97.15097046,98.64917755,97.75398254,99.45897675,97.61239624,99.81651306,97.15917206,,
Azerbaijan,AZE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.51351166,95.1685791,97.58601379,92.69615173,95.59542847,93.43061829,91.6054306,98.13037109,90.73683167,91.77172089,89.51445007,92.80683136,91.99118805,88.08940887,98.12570953,103.2802124,111.3019104,107.1721725,100.2199478,100.3833389,98.53372955,96.56355286,99.70327759,96.2334137,
Burundi,BDI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,5.75165987,,10.95860958,11.12312984,11.65550995,10.93202019,11.02328968,10.66001034,10.69466972,10.75576973,10.85647964,12.69474983,17.08761024,23.0694809,23.87029076,25.92192078,25.63404083,35.50656128,30.79037094,38.58877182,42.89717865,45.53065109,49.22052002,,,,,,,25.13644981,25.93176079,26.35803032,30.94634056,33.35280991,35.81554031,,49.24266052,42.90869141,49.54792023,54.75466919,59.59209061,64.55486298,71.30126953,69.08946991,62.09434128,64.03182983,63.27708817,57.22309113,53.33037949,49.19591904,,,,
Belgium,BEL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,69.41291046,69.90241241,69.55384064,72.5061264,75.49719238,69.58566284,70.01963043,74.87468719,75.92845154,70.00184631,74.56350708,74.79421997,75.20715332,75.51844025,75.29328918,,,76.90135956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,17.18361092,19.94761086,20.13396072,19.14036942,23.4766407,23.34151077,22.83687973,25.07180023,26.50082016,28.38088989,29.4123497,31.73398018,34.34206009,28.1471405,32.11962128,29.38376045,28.39402008,26.24861908,26.0814991,18.29627991,20.65681076,20.64723015,22.55316925,24.41390038,28.96776962,30.98274994,33.32577133,35.95756149,,36.32073975,40.33372116,42.29719925,46.53480911,50.45555878,,,,61.8585701,,65.31459808,70.1288681,71.61086273,76.89819336,77.31134796,78.03270721,77.41918945,,,61.79283142,60.2596817,70.79102325,64.57333374,,
Burkina Faso,BFA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,7.469150066,6.956679821,7.141870022,6.869209766,7.711760044,7.638790131,8.577309608,8.732370377,9.572340012,9.40692997,10.43175983,10.62751007,11.33071995,12.32794952,13.92737961,,15.67265987,16.68139076,16.34597015,19.13891983,19.45362091,25.75805092,25.22051048,26.05806923,17.96668053,21.83235931,,,21.97524071,23.89505005,25.29268074,26.13739014,27.75715065,29.14179993,30.66258049,31.96088028,34.06851959,37.81560135,42.72518921,46.25011063,52.7853508,56.28002167,61.34185028,59.98091125,60.71788025,60.30908966,61.64514923,62.8463707,61.82112885,62.045681,63.84238052,58.38370132,51.7338295,
Bangladesh,BGD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,42.66447067,31.12490082,,,,27.26502037,,,,,,,,45.09838104,,,,,,,,,,,,,,,,65.85954285,,,57.35232162,63.27941132,65.08084869,,,,,,,,,,,120.0828857,107.697937,108.2103271,
Bulgaria,BGR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,94.00933075,93.88487244,94.41229248,97.75389099,87.89057159,90.37084961,88.77081299,89.23233795,89.9315567,91.3861618,92.82077789,93.46032715,95.68123627,98.13191223,104.3362732,98.02838898,102.053688,104.4991531,105.9199066,102.7638168,94.07585144,92.21161652,88.23014069,88.49859619,87.11411285,90.94786072,93.32557678,94.9337616,96.10832214,95.82306671,101.2931976,101.9969788,102.7325287,103.7446823,104.9442596,107.9726334,104.0666733,103.5760422,100.6114731,99.79350281,99.96659088,99.52725983,100.7995605,98.97753906,99.57666016,98.1427536,98.9449234,97.03788757,97.12626648,97.70036316,94.2598114,95.71391296,,
Bahrain,BHR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,89.66412354,81.60202789,80.55355835,83.06479645,81.775383,83.57614136,90.04237366,96.23280334,,97.64743042,91.59747314,86.08947754,78.00557709,78.61660004,78.23165894,,80.45053864,85.44204712,84.36829376,84.56767273,89.06977081,89.26368713,92.13922119,93.79524231,,,,,,93.5076828,98.19156647,104.0988083,103.7850266,99.37207794,100.3867188,99.90905762,98.90895081,99.65667725,,,92.94422913,89.36876678,
"Bahamas, The",BHS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.853302,,,,,75.52790833,,,,,,92.62014771,87.62963104,91.7297821,88.02584076,87.05741119,79.48294067,86.56002045,86.39089203,76.95330048,77.67328644,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.03115845,77.86379242,77.25971985,76.28125,84.51165009,91.67944336,90.84964752,90.49909973,88.45281982,91.37007904,90.19138336,88.82295227,87.01071167,86.35677338,
Belarus,BLR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,101.0527573,97.85592651,99.26068115,95.36264801,96.93158722,100.425209,99.70646667,101.3572693,98.81410217,97.67926025,94.84626007,95.05895233,95.01676941,96.41680145,97.83177948,96.74304962,,,,88.59654236,92.13804626,86.45098114,91.27574921,93.81894684,93.0560379,88.8298111,93.27462769,,98.66069031,103.6826935,108.6018295,131.9900055,104.5489502,104.6041336,103.8441696,102.0907364,99.60996246,94.27644348,96.99031067,96.13305664,98.95630646,97.60529327,94.89865875,94.25744629,94.09764099,94.37683868,95.61382294,96.7565918,99.11107635,95.61006165,93.54051208,93.21389771,92.61653137,
Belize,BLZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.72353363,,,92.3988266,98.50800323,,,96.97071838,98.55168152,100.7050171,,98.65545654,100.1505585,102.6241226,101.5070267,103.508522,97.89546204,100.7575836,99.78083801,102.7706833,107.7138519,102.8725281,103.9140015,105.6142197,105.7593002,102.7030487,104.4744797,102.7652817,105.1956711,112.92659,105.7558899,94.33306885,
Bermuda,BMU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,81.22567749,,,,,,,,,,,,,,,,,,,,,,,,,,105.2699203,108.5241699,107.8843613,104.3537369,104.9655228,104.5960999,,,,116.6908569,108.7667236,104.3988266,109.3655624,101.7377625,104.991951,,,,,,,,,
Bolivia,BOL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.47084045,97.37016296,98.22054291,95.51280975,91.71405792,89.52144623,90.05542755,91.36071014,94.17327881,90.82820892,92.11218262,,96.54411316,96.20259094,
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,76.44180298,80.81014252,63.39358902,65.72839355,67.75662231,67.71469879,65.25402069,65.4124527,67.28684235,69.42558289,71.69106293,72.21691895,73.58815765,,76.23551178,76.20783234,,81.349823,,,,,93.07222748,92.28108978,89.65158081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.24929047,97.88176727,103.3796692,101.1818619,107.4351273,103.1817017,99.58994293,102.3690109,98.53308105,98.09731293,97.10688019,94.76576996,96.17851257,,,,,,,86.72277832,82.16412354,94.06900024,100.2442017,91.72370911,96.73638153,
Brunei Darussalam,BRN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,100.6634827,99.11235046,104.0384064,92.11103058,105.2644424,102.2380676,102.3921127,102.3278427,93.76805115,99.01866913,88.25286865,90.60565948,64.05841064,,135.3063812,,,,,102.3126907,100.6905289,91.91384125,87.49810791,81.63005066,,88.54222107,95.38964844,99.24430084,100.130722,107.5531464,106.6084595,111.891449,106.0217667,103.549057,104.7165909,105.2786331,104.8887024,103.7682037,108.2061615,110.1057053,104.0206604,103.9221268,97.84606171,99.82435608,104.2445068,103.2672806,102.3255844,94.32045746,100.3528671,,,96.19145203,
Bhutan,BTN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,5.814099789,6.195950031,9.053640366,9.956190109,,,,,,,,,19.96396065,,,,,24.79836082,29.1949501,,,,49.76438904,54.31523132,54.85276031,54.2779007,,,60.50672913,65.4083786,70.78336334,73.33035278,79.44841003,82.07106018,89.77334595,92.84966278,102.1974182,98.12947083,96.35317993,94.79042816,96.62175751,94.96681213,84.58547974,75.73297882,82.71399689,90.58860016,78.28633118,,
Botswana,BWA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,44.4958992,50.20217133,57.11650085,60.23040009,62.87842178,58.96545029,51.73519135,47.04253006,53.78287125,66.73042297,71.65228271,81.67720795,85.3366394,77.71900177,80.80049133,86.93219757,96.71408844,97.86450958,93.38166809,89.49282074,90.65657043,90.94831848,91.23178101,90.03064728,93.9578476,90.75897217,92.6652298,,91.27082825,88.11553192,87.93295288,90.70076752,92.43105316,92.71479034,92.66902924,91.55819702,94.15428162,90.65860748,93.41332245,96.55541992,,,96.50315094,95.22512054,81.83898926,,,,,,,,90.96438599,,
Central African Republic,CAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,23.15534973,21.74353027,26.98023033,23.87821007,30.28947067,25.84795952,27.4845295,34.20716095,,,26.90055084,27.19964981,24.88110924,,,38.21702957,29.32154083,30.47361946,29.9233799,31.18462944,28.33750916,22.37141991,,,,,,,,,,,,21.43679047,23.42725945,23.38817978,,31.31270981,33.80842972,35.73965836,36.99483109,38.51657867,,,,36.99489975,48.72856522,,,,,,,
Canada,CAN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.77584076,97.44528961,98.26299286,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,95.59462738,95.53727722,95.33255005,95.13271332,97.04099274,95.66612244,95.47660065,95.68386841,95.70632935,94.87361145,94.8688736,93.52062225,93.97696686,93.96225739,94.95063782,95.0439682,94.52561951,95.12088013,95.08351135,95.30336761,95.12640381,93.08103943,93.05664825,93.74196625,94.0644989,92.996521,95.00179291,96.38990021,96.71234894,98.07395172,97.67378998,100.411499,99.81951141,99.17384338,99.0421524,98.95375824,98.9903717,98.1558075,97.13822937,97.49440002,98.17069244,98.08920288,97.16532135,96.77793884,96.53018951,97.46531677,96.61264801,98.65052795,93.98509979,93.9134903,94.67662811,95.42607117,95.44616699,95.48578644,
Switzerland,CHE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,51.360569,59.26023102,57.71934891,57.59487152,53.56097031,53.81256866,53.78540039,52.50716019,52.52360153,52.0220108,51.4994812,51.27936172,51.80852127,51.2121582,52.70771027,53.90171051,58.6071701,60.73445892,,73.34751892,,,95.30953217,96.89360809,94.95616913,96.23560333,95.30541229,96.50453949,95.39788055,96.74520874,96.27063751,97.18554688,96.09335327,97.01891327,96.67462921,96.83693695,94.05010986,96.4781189,96.63136292,94.90242767,95.35915375,94.42372131,93.59322357,94.27581787,95.4812088,95.06360626,,
Channel Islands,CHI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,79.87918854,87.61077881,92.19078064,93.39031219,91.61535645,91.56797028,92.93473816,90.20033264,,,,,,96.66203308,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.07241058,97.40512085,96.99790192,98.16641998,97.77294922,98.39784241,98.154953,98.15183258,97.44532013,97.96858215,99.21807861,100.2693787,,
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.748642,106.3814926,100.1860962,93.71920013,92.2875824,87.98815155,96.91533661,92.431427,93.2278595,,,,,,,,,92.41622925,96.4076004,105.0206909,105.6607971,104.8967896,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,35.7154808,36.04885864,39.59983826,42.82035065,46.34489059,47.93304062,50.81438065,54.39986038,59.08235931,,57.80823898,55.99015045,47.4245491,47.77312851,47.36029816,45.80218124,41.47481918,39.54661942,42.80224991,39.03210068,40.50205994,40.86183929,39.94089127,41.75804901,40.22800064,41.40518188,44.71583939,42.87981033,47.06663132,,,,,42.71458817,43.70153046,,44.63891983,,51.8445282,52.80028915,51.78155899,53.12754059,58.07336044,61.36737823,67.67649078,70.03347015,73.49450684,75.58598328,73.70536804,68.59470367,80.22789001,
Cameroon,CMR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,47.32030869,46.78179169,48.84925079,50.32614136,51.12836075,61.47677994,52.09164047,50.58124924,50.75793839,49.66172028,49.95087051,51.96149826,53.65155029,54.19966888,55.87519836,55.46735001,,56.73564148,55.34735107,,,,,,,,49.12379074,50.38573074,,,57.11983109,59.1431694,,51.45177841,54.83156967,71.2364502,71.06762695,72.62217712,71.02845764,75.06964874,,73.67424011,74.51306152,73.38137054,68.21257019,64.43177032,65.44235992,66.45768738,68.73432159,69.43473816,71.08055878,
"Congo, Dem. Rep.",COD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,41.95875931,43.99333954,,,,53.49998093,55.89183044,59.17050171,,58.55070877,60.38581848,62.36701965,64.36009216,66.72672272,,,,48.8944397,,,50.97930908,47.29164886,55.05648041,46.97610092,,,,,33.25215912,,,40.45172119,,,,,49.5882988,54.50827026,58.50268173,60.31573105,62.27853012,67.45004272,66.77137756,64.99114227,67.49658966,,,,,78.72899628,82.64756012,,76.95970154,
"Congo, Rep.",COG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,51.78636932,55.2781601,64.37275696,53.58198929,62.39905167,64.50679016,66.6620636,66.96318817,73.86168671,75.05191803,73.56564331,74.51274872,69.68537903,73.39987946,71.95806885,72.38172913,72.04898834,72.94983673,67.52519989,59.76065063,55.94742966,62.99290085,64.02604675,54.82081985,,47.60948944,,,29.9693203,,53.75756836,56.50199127,53.34508896,76.68865967,67.24986267,73.26194763,72.24356842,67.49085999,67.07824707,67.92433929,74.67743683,72.27809906,,,70.32460022,,,65.18612671,,,,,71.83261108,
Colombia,COL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,49.17795181,52.69258118,53.53918839,56.8719101,57.66997147,,,,,,,,72.99384308,75.74848175,76.45365906,71.69184875,75.26260376,74.98590088,74.28555298,73.53697968,76.86209106,75.70362854,84.33217621,85.04470062,84.81732178,88.52182007,89.60141754,,95.09133911,96.54405975,100.2246399,96.99977875,97.1735611,,104.3585663,107.4441986,113.1807709,114.7544174,114.7123718,119.8979721,119.8241577,118.8517914,113.5506973,103.5858231,102.6898727,102.4092331,103.1399307,106.3732529,105.5780029,103.5436783,99.62760162,99.19447327,97.11710358,,
Comoros,COM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,56.26261139,,,,,60.93999863,49.0169487,,,,,41.51025009,36.67882919,44.48806,,,,,46.69432831,,,54.76115036,53.18740082,56.96723938,,,59.17525101,67.99079895,,,,,73.91744232,79.46057129,,,81.40904236,,,,,,,
Cabo Verde,CPV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,10.54475021,13.28404045,20.37610054,14.63939953,13.80282021,13.38199997,16.50188065,26.57667923,23.75143051,20.90679932,28.84242058,29.60811043,32.08980942,35.85414886,40.85351944,,51.38608932,,,,63.12232971,,,,94.52696228,,101.4991837,96.56598663,97.72621155,98.11525726,95.29720306,80.7247467,92.29036713,87.89707947,95.3664093,92.03652191,95.21382141,89.55690765,91.99217224,89.68966675,93.9052124,94.85301208,89.90071106,83.49143982,81.75383759,93.75691986,85.51049042,87.52124023,,,
Costa Rica,CRI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,75.68930054,75.86808777,85.58808899,89.98249054,89.05812836,86.66574097,81.77581787,89.02599335,86.10629272,83.74610901,85.69528961,87.09597015,86.80390167,79.49318695,72.38761139,76.09909821,77.68746185,75.59603882,76.02076721,75.48554993,74.65379333,78.58527374,81.11889648,83.04682922,81.47824097,80.07868195,81.52274323,,,84.1167984,88.69593811,89.8168335,94.22064972,,93.69454956,93.51280212,89.3703537,91.28806305,94.25965118,98.62699127,98.50476074,98.21231079,96.47129822,94.93856812,98.5372467,95.09250641,94.57814789,94.17812347,95.62042999,96.49394226,96.75286865,99.08023071,100.9957733,,
Caribbean small states,CSS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,91.73587036,91.06800842,92.58602905,92.04747009,93.49963379,91.62966919,92.98890686,94.39041901,93.48088074,93.00493622,90.25567627,90.50550079,91.18103027,92.17140961,92.36258698,92.16078186,90.93183136,90.55702972,89.61914825,88.49632263,87.25955963,87.28472137,86.48493195,87.54055786,88.52897644,87.35923767,83.45030975,86.65614319,85.58763123,87.32051086,88.6170578,89.68876648,89.19615173,89.00698853,89.50695801,90.49459076,91.55552673,98.47685242,95.52639771,93.68589783,92.03926849,90.79164886,90.69264221,89.01576996,90.39315796,87.4048233,88.19442749,87.72193146,86.83087158,
Cuba,CUB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,58.01865005,55.98057938,65.28501129,77.06759644,82.26000977,96.66459656,111.7581787,118.7872391,113.188797,104.2629776,95.76248169,86.49176788,94.63166046,100.8016129,100.5972977,99.03209686,101.2195206,99.08899689,98.86640167,95.25270844,98.20342255,94.92276764,96.35706329,95.93801117,93.71312714,95.36450958,,,97.3878479,98.26872253,96.33286285,99.24770355,96.35903931,95.37342072,97.12911224,97.31031036,97.90032196,91.92823029,97.26664734,95.37406921,94.81549072,92.50055695,91.08804321,95.06684875,95.60201263,94.93060303,95.22663116,90.79403687,90.49581909,94.62593842,96.634758,92.4178772,92.61190796,
Curacao,CUW,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7742691,101.8867874,105.335968,105.3803329,,96.64903259,97.86096191,98.02158356,99.12586975,100,,,104.6656265,107.1875,107.9207916,,,,,110.0917435,100,,101.498642,97.45870209,94.17359924,
